StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q59,Q60,QID99,Q6_1,Q9,Q52,Q53,Q54_NPS_GROUP,Q54,Q56_NPS_GROUP,Q56,Q57_NPS_GROUP,Q57,Q11,Q51_1,Q12_1,Q13_1,Q18_1,Q17_1,Q16_1,Q24_1,Q15_1,Q14_1,Q19_1,Q20_1,Q21_1,Q23_1,Q78,Q22_1,Q38,Q39_1,Q40_1,Q41_1,Q42_1,Q43_1,Q44_1,Q45_1,Q46_1,Q47_1,Q48_1,Q61_1,Q62_1,Q77,Q63_1,Q50,Q51_1,Q52_1,Q53_1,Q54_1,Q55_1,Q56_1,Q57_1,Q58_1,Q59_1,Q60_1,Q64_1,Q65_1,Q75,Q66_1,Q64,Q61,Q62,Q63,order,order_label
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Distribution Channel,User Language,Do you agree to participate in this study?,"How many LLM assistant interfaces will you interact with, and what is different about them?",Prolific ID (Only required when accessing via prolific.com),What is your age? - Alter,What is your gender?,What is the highest level of education you have completed?,"How often do you use large language models (e.g. ChatGPT, Gemini)?",How experienced do you consider yourself in using LLMs? - Group,How experienced do you consider yourself in using LLMs?,How often have you experienced a language model giving incorrect or misleading answers - Group,How often have you experienced a language model giving incorrect or misleading answers,Do you generally trust the answers provided by large language models? - Group,Do you generally trust the answers provided by large language models?,Which uncertainty representation format did you experience?,"In order to prove that you are reading questions attentively, please select “Strongly agree” here - Choose:",I believe that the assistant would act in my best interest when communicating uncertainty - Choose:,"If I required help, the assistant would do its best to help me - Choose:","The assistant is interested in my well-being, not just its own - Choose:",The assistant is truthful in communicating uncertainty levels - Choose:,I would characterize the assistant as honest about its level of uncertainty - Choose:,The assistant would keep its commitments in providing uncertainty levels - Choose:,The assistant is competent and effective in providing uncertainty communication - Choose:,The assistant performs its role of giving uncertainty levels very well - Choose:,"Overall, the assistant is a capable and proficient assistant for uncertainty representation - Choose:","In general, the assistant is very knowledgeable about the provided uncertainty - Choose:",The way uncertainty was presented helps me to be more effective in evaluating and using the answer - Choose:,I am satisfied with this uncertainty representation - Choose:,Comments or suggestions,I learned to use/interpret the uncertainty representation quickly - Choose:,Which uncertainty representation format did you experience?,I believe that the assistant would act in my best interest when communicating uncertainty - Choose:,"If I required help, the assistant would do its best to help me - Choose:","The assistant is interested in my well-being, not just its own - Choose:",The assistant is truthful in communicating uncertainty levels - Choose:,I would characterize the assistant as honest about its level of uncertainty - Choose:,The assistant would keep its commitments in providing uncertainty levels - Choose:,The assistant is competent and effective in providing uncertainty communication - Choose:,The assistant performs its role of giving uncertainty levels very well - Choose:,"Overall, the assistant is a capable and proficient assistant for uncertainty representation - Choose:","In general, the assistant is very knowledgeable about the provided uncertainty - Choose:",The way uncertainty was presented helps me to be more effective in evaluating and using the answer - Choose:,I am satisfied with this uncertainty representation - Choose:,Comments or suggestions,I learned to use/interpret the uncertainty representation quickly - Choose:,Which uncertainty representation format did you experience?,I believe that the assistant would act in my best interest when communicating uncertainty - Choose:,"If I required help, the assistant would do its best to help me - Choose:","The assistant is interested in my well-being, not just its own - Choose:",The assistant is truthful in communicating uncertainty levels - Choose:,I would characterize the assistant as honest about its level of uncertainty - Choose:,The assistant would keep its commitments in providing uncertainty levels - Choose:,The assistant is competent and effective in providing uncertainty communication - Choose:,The assistant performs its role of giving uncertainty levels very well - Choose:,"Overall, the assistant is a capable and proficient assistant for uncertainty representation - Choose:","In general, the assistant is very knowledgeable about the provided uncertainty - Choose:",The way uncertainty was presented helps me to be more effective in evaluating and using the answer - Choose:,I am satisfied with this uncertainty representation - Choose:,Comments or suggestions,I learned to use/interpret the uncertainty representation quickly - Choose:,Would you like to have uncertainty indicators in LLM interfaces (ChatGPT/Gemini...)?,Which format would you prefer for everyday use in terms of usability and why?,Which format would you prefer for everyday use in terms of trustworthiness and why?,Does uncertainty representation make you more confident in using LLMs?,order,order_label
"{""ImportId"":""startDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""endDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Europe/Berlin""}","{""ImportId"":""_recordId""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID79""}","{""ImportId"":""QID80""}","{""ImportId"":""QID99_TEXT""}","{""ImportId"":""QID6_1""}","{""ImportId"":""QID9""}","{""ImportId"":""QID72""}","{""ImportId"":""QID73""}","{""ImportId"":""QID74_NPS_GROUP""}","{""ImportId"":""QID74""}","{""ImportId"":""QID76_NPS_GROUP""}","{""ImportId"":""QID76""}","{""ImportId"":""QID77_NPS_GROUP""}","{""ImportId"":""QID77""}","{""ImportId"":""QID11""}","{""ImportId"":""QID71_14""}","{""ImportId"":""QID12_14""}","{""ImportId"":""QID13_14""}","{""ImportId"":""QID18_14""}","{""ImportId"":""QID17_14""}","{""ImportId"":""QID16_14""}","{""ImportId"":""QID24_14""}","{""ImportId"":""QID15_14""}","{""ImportId"":""QID14_14""}","{""ImportId"":""QID19_14""}","{""ImportId"":""QID20_14""}","{""ImportId"":""QID21_14""}","{""ImportId"":""QID23_14""}","{""ImportId"":""QID98_TEXT""}","{""ImportId"":""QID22_14""}","{""ImportId"":""QID38""}","{""ImportId"":""QID39_14""}","{""ImportId"":""QID40_14""}","{""ImportId"":""QID41_14""}","{""ImportId"":""QID42_14""}","{""ImportId"":""QID43_14""}","{""ImportId"":""QID44_14""}","{""ImportId"":""QID45_14""}","{""ImportId"":""QID46_14""}","{""ImportId"":""QID47_14""}","{""ImportId"":""QID48_14""}","{""ImportId"":""QID61_14""}","{""ImportId"":""QID62_14""}","{""ImportId"":""QID97_TEXT""}","{""ImportId"":""QID63_14""}","{""ImportId"":""QID50""}","{""ImportId"":""QID51_14""}","{""ImportId"":""QID52_14""}","{""ImportId"":""QID53_14""}","{""ImportId"":""QID54_14""}","{""ImportId"":""QID55_14""}","{""ImportId"":""QID56_14""}","{""ImportId"":""QID57_14""}","{""ImportId"":""QID58_14""}","{""ImportId"":""QID59_14""}","{""ImportId"":""QID60_14""}","{""ImportId"":""QID64_14""}","{""ImportId"":""QID65_14""}","{""ImportId"":""QID95_TEXT""}","{""ImportId"":""QID66_14""}","{""ImportId"":""QID84""}","{""ImportId"":""QID81_TEXT""}","{""ImportId"":""QID82_TEXT""}","{""ImportId"":""QID83_TEXT""}","{""ImportId"":""order""}","{""ImportId"":""order_label""}"
2025-12-25 19:23:52,2025-12-25 19:49:41,IP Address,100,1548,True,2025-12-25 19:49:42,R_7aeWYYFXOqAIrPH,anonymous,EN-GB,"Yes, I agree",Three versions; the uncertainty is shown in different formats,6637b21240220c2517fffa1a,62,Female,High School,Daily,Passive,8,Detractor,2,Passive,7,Verbal,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,,Strongly Agree,Numerical/Percentage,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Agree,Agree,,Agree,Visual/Colour,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,"I was uncertain, especially at first, at what the colors meant. I would've liked a legend or color key so I understood after the first question what the colors meant.",Somewhat Disagree,Yes,"I strongly preferred both the numerical and the verbal, with a slight preference for the numerical. I liked the percentages because it seemed very specific and accurate. ","Numerical. It gave me a lot of information and the percentages told me if I need to look up more information or verify with other sources. ","YES. I loved it.  Only in the last few weeks have I got wrong info from ChatGPT, so this topic is very relevant to me and important to me. ",4,N_Vi_V
2025-12-25 23:18:24,2025-12-25 23:39:56,IP Address,100,1291,True,2025-12-25 23:39:56,R_8EhXBEGgFEzp9QJ,anonymous,EN-GB,"Yes, I agree",Three versions; the uncertainty is shown in different formats,6941ba7773700f50256ddafe,29,Female,Master's degree or higher,Daily,Passive,8,Passive,7,Detractor,5,Verbal,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,,Somewhat Agree,Numerical/Percentage,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Visual/Colour,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,,Somewhat Agree,Yes,"Percentage, as it is less qualitative and more quantitative.","Once again percentage, as it gives more confidence to the answer provided.","Slightly more confident. Still, the best format for everyday use is when the LLM provides reputable references and sources that you can check yourself.",3,N_V_Vi
2025-12-25 23:18:16,2025-12-25 23:41:58,IP Address,100,1422,True,2025-12-25 23:41:59,R_3YiJ6m4HDeJ0Se5,anonymous,EN-GB,"Yes, I agree",Three versions; the uncertainty is shown in different formats,6142583049e8aba35814f68a,37,Female,Bachelor's degree,Daily,Passive,7,Passive,7,Passive,8,Verbal,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,n/a,Somewhat Agree,Numerical/Percentage,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,n/a,Agree,Verbal,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,n/a,Agree,Yes,The numerical one is easier to understand.,"The numerical one is easier to understand, so there's no confusion about uncertainty.",Yes,6,Vi_N_V
2025-12-25 23:17:45,2025-12-25 23:42:40,IP Address,100,1494,True,2025-12-25 23:42:41,R_5ruIHgUE0gxa6pV,anonymous,EN-GB,"Yes, I agree",Three versions; the uncertainty is shown in different formats,664b8bef90cdb799d4c4c35d,31,Male,Bachelor's degree,Daily,Passive,8,Passive,7,Passive,8,Verbal,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,none,Strongly Agree,Numerical/Percentage,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,none,Strongly Agree,Numerical/Percentage,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,none,Agree,Yes,"I would prefer the numerical format, because that is the clearest format. ","I would prefer the numerical format. ","Yes, the uncertainty representation makes me more confident in using LLMs.",2,V_Vi_N
2025-12-25 23:45:37,2025-12-26 00:08:26,IP Address,100,1369,True,2025-12-26 00:08:26,R_8gxkCwwnp9F2d9f,anonymous,EN-GB,"Yes, I agree",Three versions; the uncertainty is shown in different formats,6930a93976bef6bc60f05a34,31,Female,Vocational training,Daily,Passive,7,Detractor,5,Detractor,5,Verbal,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,,Somewhat Disagree,Numerical/Percentage,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Visual/Colour,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,,Agree,Yes,"Percentage, maybe even in combination with color-indicators. Percentages give the most accurate number which I think is best. Sometimes knowing more or less how certain the llm is is enough, so a color would be enough.",In terms of trustworthiness I would prefer percentage so I know as clearly as possible how certain the llm is.,"It would definitely be super helpful to feel more confident, especially when researching scientific facts for my job.",4,N_Vi_V
2025-12-25 23:45:41,2025-12-26 00:12:53,IP Address,100,1632,True,2025-12-26 00:12:54,R_2DNStVub90FC4cf,anonymous,EN-GB,"Yes, I agree",Three versions; the uncertainty is shown in different formats,,38,Male,Master's degree or higher,Daily,Passive,8,Detractor,5,Passive,7,Verbal,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,,Neither Agree nor Disagree,Numerical/Percentage,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,"The percentage based certainty is clear and easy to understand. Adding a brief explanation of what the percentage represents (e.g., confidence vs. probability) could further improve clarity.",Agree,Visual/Colour,Agree,Strongly Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,,Agree,Yes,A simple percentage or low/medium/high confidence label.,A short textual explanation alongside a confidence indicator. The explanation helps justify the uncertainty and shows what factors might affect reliability.,"Yes, because it helps me judge when I can rely on an answer and when I should verify it elsewhere.",2,V_Vi_N
2025-12-26 00:02:08,2025-12-26 00:28:12,IP Address,100,1563,True,2025-12-26 00:28:13,R_202ysd6n1NdKbE9,anonymous,EN-GB,"Yes, I agree",Three versions; the uncertainty is shown in different formats,66704327b46c7665de1190bc,62,Male,High School,About once a week,Detractor,6,Detractor,3,Passive,8,Verbal,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,,Agree,Numerical/Percentage,Somewhat Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,,Somewhat Agree,Visual/Colour,Somewhat Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,,Somewhat Agree,Yes,Verbal,Verbal,A little more confident,6,Vi_N_V
2025-12-26 00:17:36,2025-12-26 00:29:53,IP Address,100,737,True,2025-12-26 00:29:54,R_3L298ickdoc4Twm,anonymous,EN-GB,"Yes, I agree",Three versions; the uncertainty is shown in different formats,56896501d3d6a7000ca23da8,35,Female,High School,Several times a week,Passive,8,Detractor,5,Detractor,5,Verbal,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,It was open and honest about its capabilities which is a positive.,Agree,Numerical/Percentage,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,,Neither Agree nor Disagree,Visual/Colour,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,,Neither Agree nor Disagree,Yes,The first one as I found it best to use.,The first one felt most open and natural to me.,"Yes, as it seems more trustworthy by not blindly hallucinating. ",1,V_N_Vi
2025-12-26 00:32:51,2025-12-26 00:58:47,IP Address,100,1555,True,2025-12-26 00:58:47,R_70Pci7pUNT29jcu,anonymous,EN-GB,"Yes, I agree",Three versions; the uncertainty is shown in different formats,5c309bb410677f0001dda0ed,45,Male,Master's degree or higher,Several times a week,Passive,7,Detractor,3,Passive,8,Verbal,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,,Strongly Agree,Numerical/Percentage,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,"The uncertainty percentage seemed to downplay the accuracy of the text response more than it should. ",Agree,Visual/Colour,Agree,Agree,Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Disagree,"Unable to ascertain which color represented which level of certainty in the answer. Needs a key to show which color means positive and which means negative certainty. Then, it would be a good way to indicate overall certainty in the answer. ",Somewhat Disagree,Indifferent,Color,Numerical,"Yes - if it is explained how we interpret each method of representing uncertainty, then I would be confident in using them. ",4,N_Vi_V
2025-12-26 00:34:57,2025-12-26 00:58:57,IP Address,100,1439,True,2025-12-26 00:58:57,R_2opgICLOcCDcNUE,anonymous,EN-GB,"Yes, I agree",Three versions; the uncertainty is shown in different formats,6683fb1074d2f32d21b99da2,21,Male,Bachelor's degree,Rarely,Detractor,3,Detractor,4,Detractor,3,Verbal,Strongly Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,,Agree,Numerical/Percentage,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,,Somewhat Agree,Visual/Colour,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,,Somewhat Agree,Yes,Percentage cause it's easier to understand,Percentage cause it's easier to understand,Yes,3,N_V_Vi
2025-12-26 00:41:55,2025-12-26 01:05:51,IP Address,100,1435,True,2025-12-26 01:05:51,R_1OMHdFvyxsLFlhr,anonymous,EN-GB,"Yes, I agree",Three versions; the uncertainty is shown in different formats,5a6718c2b9e3b50001a72ff4,39,Female,Bachelor's degree,Several times a week,Passive,7,Passive,8,Passive,7,Verbal,Strongly Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,,Somewhat Disagree,Numerical/Percentage,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,The only suggestion I have is to keep the uncertainty level for each prompt after a new one gets sent.,Strongly Agree,Verbal,Disagree,Somewhat Agree,Somewhat Disagree,Disagree,Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Disagree,Neither Agree nor Disagree,Somewhat Disagree,,Somewhat Agree,Yes,"The numerical, because I like it when everything is in numerical form","For everyday use, I'm fine with either the numerical or the verbal, but mainly the numerical format, because I can process it more easily.","Yes, because I know I can trust the LLM's more, so i know which prompts are better. This feature is probably a really beneficial and sough out for.",6,Vi_N_V
2025-12-26 01:01:19,2025-12-26 01:34:32,IP Address,100,1992,True,2025-12-26 01:34:33,R_2g0wPmVT1ON94Gd,anonymous,EN-GB,"Yes, I agree",Three versions; the uncertainty is shown in different formats,6567ae0e8905da3905e013bf,62,Male,Bachelor's degree,Several times a week,Passive,7,Detractor,2,Passive,8,Verbal,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,,Agree,Numerical/Percentage,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,,Strongly Agree,Visual/Colour,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Somewhat Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,,Agree,Yes,numeric was easier to understand,numeric as it was easier to see,yes,5,Vi_V_N
2025-12-26 01:02:56,2025-12-26 01:39:46,IP Address,100,2209,True,2025-12-26 01:39:46,R_6umde64rswM6p7H,anonymous,EN-GB,"Yes, I agree",Three versions; the uncertainty is shown in different formats,65a7027c88eae2b9a68ae596,53,Female,Bachelor's degree,Daily,Detractor,6,Detractor,4,Passive,7,Verbal,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,It did a good job and was uncertain at times.,Agree,Numerical/Percentage,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,The percentage of uncertainty was very helpful.,Strongly Agree,Visual/Colour,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,This one didn't seem as uncertain but somewhat.,Somewhat Agree,Yes,I like the percentage line given at the bottom because that was the easiest to understand.,I would prefer the percentage line given at the bottom because it stood out and made more of an impression on me. It is more visual and easiest to understand the uncertainty level.,"Yes, knowing if the LLM is confident or uncertain helps a lot.",2,V_Vi_N
2025-12-26 01:35:24,2025-12-26 01:57:38,IP Address,100,1334,True,2025-12-26 01:57:39,R_8CHf20R49XF2ltq,anonymous,EN-GB,"Yes, I agree",Three versions; the uncertainty is shown in different formats,6658b1491e88ec15902d5301,36,Female,Master's degree or higher,Several times a week,Detractor,5,Detractor,4,Detractor,5,Verbal,Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,N/A,Agree,Numerical/Percentage,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,N/A,Somewhat Agree,Verbal,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Agree,Agree,N/A,Strongly Agree,Yes,Verbal Uncertainty,Verbal Uncertainty,Absolutely - it's more transparent.,6,Vi_N_V
2025-12-26 01:51:00,2025-12-26 02:21:29,IP Address,100,1828,True,2025-12-26 02:21:29,R_5CZ1a3piXeaiX5u,anonymous,EN-GB,"Yes, I agree",Three versions; the uncertainty is shown in different formats,6444b1e677ebe8b4e2c23abd,54,Female,Master's degree or higher,About once a week,Detractor,6,Detractor,1,Passive,8,Verbal,Strongly Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,n/a,Somewhat Agree,Numerical/Percentage,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,n/a,Agree,Verbal,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,This AI model did not present any uncertainty/certainty about it's responses.,Disagree,Yes,Percentage format because it is easier to understand and interpret.,"Percentage format because it is easier to understand the LLM's certainty, and know when to fully trust the LLM response and when not to","Yes it does, because it allows me to know when to fully trust the LLM response and when not to.",4,N_Vi_V
2025-12-26 02:00:06,2025-12-26 02:33:34,IP Address,100,2008,True,2025-12-26 02:33:35,R_3YJSZIuXUASnl7m,anonymous,EN-GB,"Yes, I agree",Three versions; the uncertainty is shown in different formats,66d6376eb15526056851d558,49,Female,Bachelor's degree,Daily,Passive,7,Passive,8,Passive,7,Verbal,Strongly Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Somewhat Agree,Strongly Agree,Agree,"It was clear that the AI was uncertain, using words like ""generally"", ""i'm not sure"", ""could"" and ""it may help to""",Agree,Numerical/Percentage,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,"For the first question, this AI used uncertain words along with the % meter, which I found very helpful, however by the last question, it spoke with certainty but the % meter showed a very low certainty. This could be confusing to a user if they don't see or pay attention to the % meter. I would suggest leaving the % meter visible longer (it seemed to disappear for the previous question during each subsequent question).",Agree,Visual/Colour,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,"Although the color coding helped me evaluate the uncertainty, I didn't like it as it was too ambiguous. It assumed that I knew what the colors meant (I did understand the colors, but other may not), and didn't indicate the level of uncertainty like the % meter did. ",Agree,Yes,"I preferred the % meter as it really helped me understand the level of uncertainty in the answer. The bar and % shown gave me a quick and easy understanding with a quick glance. My second choice would be verbal, but I worry that others (especially people on the autism spectrum that have difficulty picking up verbal cues) may not be able to understand the nuances and how they relate to uncertainty. ","I would prefer the % meter, as described above. ","Well...that really depends on how often the uncertainty level is high! In theory I like the idea of seeing the uncertainty, and think it could increase trust in the AI. But on the other hand, if the uncertainty is high most of the time, I would lose confidence in that LLM and would reevaulate if I should continue using that LLM. ",1,V_N_Vi
2025-12-26 02:05:06,2025-12-26 02:43:08,IP Address,100,2281,True,2025-12-26 02:43:08,R_3hEX62R9TJZP9nB,anonymous,EN-GB,"Yes, I agree",Three versions; the uncertainty is shown in different formats,651865050634b0ca55fc0d0d,36,Male,Master's degree or higher,Daily,Promoter,9,Detractor,5,Passive,8,Verbal,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Agree,I like this one better than the numerical LLM,Strongly Agree,Numerical/Percentage,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Somewhat Agree,,Agree,Visual/Colour,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Indifferent,"Visual, as it allows me to quickly gauge the LLM'sc confidence at a glance with minimal effort.","The visual format is preferable, as it is much easier and quicker to gauge and it provides an immediate sense of certainty without the need for careful interpretation.",Yes.,3,N_V_Vi
